cost        CG2        HBCS        ScaleStar
1        9888.65        16423.88        9910.96
2        6911.03        11701.84        6910.21
3        5806.49        8309.46        6362.53
4        5231.94        5586.1        6362.53
5        4868.12        4880.11        6362.53
6        4619.86        4697.26        6362.53
7        4431.21        4593.57        6362.53
8        4293.76        4493.5        6362.53
9        4185.07        4423.89        6362.53
10        4096.78        4363.21        6362.53
11        4026.98        4321.03        6362.53
12        3967.44        4278.14        6362.53
13        3915.12        4231.86        6362.53
14        3870.99        4201.59        6362.53
15        3833.72        4161.36        6362.53
16        3797.96        4134.72        6362.53
17        3767.51        4109.71        6362.53
18        3739.44        4093.82        6362.53
19        3714.47        4071.36        6362.53
20        3693.68        3693.68        6362.53
