cost        CG2        HBCS        ScaleStar
2        11300.61        18991.2        11321.01
3        7892.25        13381.41        7899.05
4        6630.93        9684.51        7270.05
5        5982.95        6598.49        7270.05
6        5567.15        5568.95        7270.05
7        5281.21        5373.1        7270.05
8        5067.43        5259.75        7270.05
9        4908.93        5144.23        7270.05
10        4784.39        5050.85        7270.05
11        4682.11        5005.15        7270.05
12        4603.03        4930.18        7270.05
13        4532.84        4883.72        7270.05
14        4474.14        4842.85        7270.05
15        4423.7        4802.07        7270.05
16        4379.71        4761.39        7270.05
17        4340.5        4724.99        7270.05
18        4304.55        4704.03        7270.05
19        4273.54        4670.44        7270.05
20        4245.21        4644.73        7270.05
21        4221.27        4622.69        7270.05
