cost        CG2        HBCS        ScaleStar
2        11484.16        19148.05        11493.3
3        8017.44        13581.13        8022.61
4        6744.13        9528.97        7392.94
5        6083.12        6785.95        7392.94
6        5659.15        5662.39        7392.94
7        5362.98        5469.24        7392.94
8        5150.15        5347.58        7392.94
9        4986.97        5243.1        7392.94
10        4861.71        5146.11        7392.94
11        4758.65        5075.3        7392.94
12        4676.04        5010.08        7392.94
13        4605.99        4964.03        7392.94
14        4546.03        4910.51        7392.94
15        4495.45        4875.02        7392.94
16        4450.24        4840.64        7392.94
17        4410.15        4812.86        7392.94
18        4373.92        4776.09        7392.94
19        4342.21        4744.1        7392.94
20        4313.58        4720.14        7392.94
21        4289.34        4289.34        7392.94
