cost        CG2        HBCS        ScaleStar
2        10282.79        17212.94        10294.47
3        7182.34        12252.73        7188.22
4        6064.35        8706.76        6622.9
5        5461.47        5816.25        6622.9
6        5074.24        5066.88        6622.9
7        4809.1        4897.06        6622.9
8        4611.2        4772.37        6622.9
9        4466.61        4681.19        6622.9
10        4354.72        4602.87        6622.9
11        4263.08        4540.76        6622.9
12        4190.34        4491.75        6622.9
13        4126.25        4447.17        6622.9
14        4072.96        4403.98        6622.9
15        4027.81        4368.97        6622.9
16        3986.28        4337.54        6622.9
17        3950.84        4301.66        6622.9
18        3918.23        4277.29        6622.9
19        3889.28        4252.08        6622.9
20        3864.36        4232.5        6622.9
21        3842.34        4212.92        6622.9
