cost        CG2        HBCS        ScaleStar
2        11171.39        18429.11        11187.11
3        7797.45        13318.96        7800.36
4        6562.54        9208.99        7180.28
5        5916.62        6429.25        7180.28
6        5502.71        5514.35        7180.28
7        5215.01        5318.64        7180.28
8        5007.58        5186.02        7180.28
9        4850.2        5084.06        7180.28
10        4726.89        4993.04        7180.28
11        4627.25        4932.41        7180.28
12        4545.62        4885.14        7180.28
13        4476.95        4825.79        7180.28
14        4420.2        4771.9        7180.28
15        4369.75        4730.97        7180.28
16        4326.62        4710.07        7180.28
17        4286.31        4674.01        7180.28
18        4253.35        4651.4        7180.28
19        4220.69        4621.9        7180.28
20        4192.99        4597.58        7180.28
21        4168.95        4572.79        7180.28
