cost        CG2        HBCS        ScaleStar
2        11640.81        19273.03        11655.55
3        8125.5        13714.03        8125.07
4        6841.14        9860.89        7485.91
5        6159.12        6607.13        7485.91
6        5732.09        5729.34        7485.91
7        5433.25        5536.09        7485.91
8        5211.77        5417.21        7485.91
9        5051.04        5279.23        7485.91
10        4922.95        5199.71        7485.91
11        4820.37        5143.91        7485.91
12        4735.43        5103.48        7485.91
13        4668.01        5026.89        7485.91
14        4605.09        4984.38        7485.91
15        4552.72        4937.09        7485.91
16        4506.94        4903.93        7485.91
17        4466.43        4865.81        7485.91
18        4430.28        4837.31        7485.91
19        4396.95        4817.38        7485.91
20        4367.7        4780.75        7485.91
21        4343.35        4343.35        7485.91
