cost        CG2        HBCS        ScaleStar
2        10554.12        17662.32        10586.35
3        7371.94        12421.28        7373.35
4        6201.92        9015.94        6795.67
5        5598.75        6118.73        6795.67
6        5204.2        5209.54        6795.67
7        4928.7        5027.47        6795.67
8        4732.15        4905.99        6795.67
9        4584.29        4806.64        6795.67
10        4465.72        4729.14        6795.67
11        4373.5        4656.37        6795.67
12        4295.39        4605.95        6795.67
13        4233.73        4552.7        6795.67
14        4178.13        4517.45        6795.67
15        4129.8        4480.23        6795.67
16        4088.22        4449.35        6795.67
17        4052.48        4415.6        6795.67
18        4018.51        4386.55        6795.67
19        3989.81        4363.28        6795.67
20        3962.75        4337.24        6795.67
21        3939.7        3939.7        6795.67
