cost        CG2        HBCS        ScaleStar
2        11075.83        18611.75        11079.65
3        7734.76        13235.21        7742.83
4        6535.78        9446.01        7140.18
5        5877.38        6410.15        7140.18
6        5463.26        5453.5        7140.18
7        5175.86        5266.87        7140.18
8        4968.26        5167.51        7140.18
9        4809.22        5052.25        7140.18
10        4687.63        4954.75        7140.18
11        4589.97        4900.12        7140.18
12        4510.15        4843.49        7140.18
13        4443.09        4778.94        7140.18
14        4385.62        4732.94        7140.18
15        4337.02        4700.52        7140.18
16        4292.39        4663.28        7140.18
17        4253        4630.47        7140.18
18        4219.49        4608.27        7140.18
19        4187.38        4587.83        7140.18
20        4160.63        4561.2        7140.18
21        4137.12        4137.12        7140.18
