cost        CG2        HBCS        ScaleStar
2        10995.24        18330.74        11011.39
3        7675.35        13052.97        7678.18
4        6455.71        9262.35        7070.61
5        5825.84        6304.75        7070.61
6        5421.37        5423.29        7070.61
7        5135.39        5222.19        7070.61
8        4929.67        5121.21        7070.61
9        4771.5        5004.12        7070.61
10        4650.4        4931.84        7070.61
11        4554.1        4862.47        7070.61
12        4474.32        4794        7070.61
13        4407.72        4742.4        7070.61
14        4351.96        4701.94        7070.61
15        4302.53        4666.02        7070.61
16        4258.61        4633.91        7070.61
17        4221.61        4591.03        7070.61
18        4186.9        4569.78        7070.61
19        4155.47        4547.31        7070.61
20        4127.75        4526.03        7070.61
21        4104.44        4104.44        7070.61
