cost        CG2        HBCS        ScaleStar
1        10683.09        17504.83        10713.26
2        7456.84        12528.5        7459.89
3        6275.15        8804.16        6869.63
4        5659.41        6090.47        6869.63
5        5259.23        5259.63        6869.63
6        4985        5089.26        6869.63
7        4785.99        4970.22        6869.63
8        4638.77        4858.8        6869.63
9        4523.33        4783.64        6869.63
10        4427.83        4720.96        6869.63
11        4350.31        4668.57        6869.63
12        4285.31        4621.06        6869.63
13        4229.59        4577.65        6869.63
14        4180.92        4532.39        6869.63
15        4139.52        4509.08        6869.63
16        4102.47        4473.56        6869.63
17        4069.64        4445.74        6869.63
18        4038.84        4418.33        6869.63
19        4013.27        4394.02        6869.63
20        3991        3991        6869.63
