cost        CG2        HBCS        ScaleStar
2        9362.04        15616.16        9388.39
3        6542.16        11036.03        6538.62
4        5521.7        7804.06        6024.23
5        4965.04        5476.72        6024.23
6        4614.99        4603.82        6024.23
7        4372.96        4453.05        6024.23
8        4197.38        4346.89        6024.23
9        4066.04        4266.86        6024.23
10        3962.42        4189.78        6024.23
11        3879.13        4133.92        6024.23
12        3811.01        4083.89        6024.23
13        3752.87        4037.03        6024.23
14        3705.78        4004.56        6024.23
15        3664.58        3971.21        6024.23
16        3627.33        3938.89        6024.23
17        3594.8        3912.98        6024.23
18        3565.24        3892.06        6024.23
19        3539.33        3869.59        6024.23
20        3515.4        3845.13        6024.23
21        3495.74        3495.74        6024.23
