cost        CG2        HBCS        ScaleStar
2        10281.45        17173.39        10300.15
3        7175.76        11911.49        7175.41
4        6053.56        8556.86        6616.36
5        5452.42        6066.26        6616.36
6        5065.56        5190.3        6616.36
7        4800.44        4885.94        6616.36
8        4605.02        4768.14        6616.36
9        4462.21        4682.76        6616.36
10        4348.66        4603.15        6616.36
11        4257.72        4548.6        6616.36
12        4183.52        4491.99        6616.36
13        4120.09        4449.65        6616.36
14        4068.14        4393.93        6616.36
15        4022.74        4362.7        6616.36
16        3980.99        4327.12        6616.36
17        3945.77        4296.6        6616.36
18        3912.51        4266.26        6616.36
19        3884.39        4241.4        6616.36
20        3858.72        4226.81        6616.36
21        3836.75        3836.75        6616.36
