cost        CG2        HBCS        ScaleStar
1        10238.62        17107.55        10256.69
2        7145.72        11872.29        7147.74
3        6031.76        8570.09        6593.33
4        5428.3        5970.41        6593.33
5        5049.65        5047.46        6593.33
6        4781.22        4872.14        6593.33
7        4591.46        4766.79        6593.33
8        4449.28        4662.08        6593.33
9        4334.49        4586.54        6593.33
10        4244.32        4521.57        6593.33
11        4169.96        4468.24        6593.33
12        4107.72        4419.95        6593.33
13        4053.86        4383.27        6593.33
14        4007.98        4341.68        6593.33
15        3967.82        4317.4        6593.33
16        3931.88        4285.77        6593.33
17        3899.86        4259.29        6593.33
18        3870.5        4233.91        6593.33
19        3845.41        4211.09        6593.33
20        3824.39        3824.39        6593.33
