cost        CG2        HBCS        ScaleStar
2        11168.8        18628.29        11180.49
3        7799.05        13312.59        7800.89
4        6563.12        9513.58        7184.14
5        5918.72        6549.26        7184.14
6        5505.53        5505.5        7184.14
7        5214.74        5316.07        7184.14
8        5007.84        5194.34        7184.14
9        4849.4        5094.74        7184.14
10        4725.75        5004.3        7184.14
11        4626.3        4943.7        7184.14
12        4546.63        4870.49        7184.14
13        4479.43        4825.46        7184.14
14        4420.47        4772.28        7184.14
15        4370.04        4734.02        7184.14
16        4326.28        4708.25        7184.14
17        4288.18        4677.52        7184.14
18        4252.12        4644.85        7184.14
19        4220.9        4613.96        7184.14
20        4193.43        4586.39        7184.14
21        4169.63        4563.86        7184.14
