cost        CG2        HBCS        ScaleStar
2        9713.64        16139.21        9732.55
3        6785.53        11457.99        6791.76
4        5735.32        8202.76        6250.49
5        5164.39        5649.88        6250.49
6        4796.08        4793.6        6250.49
7        4545.87        4624.49        6250.49
8        4360.14        4521.13        6250.49
9        4220.48        4430.91        6250.49
10        4115.5        4357.34        6250.49
11        4029.67        4296.18        6250.49
12        3959.17        4253.41        6250.49
13        3899.74        4198.96        6250.49
14        3849        4155.44        6250.49
15        3807.22        4130.04        6250.49
16        3766.8        4097.11        6250.49
17        3733.52        4064.08        6250.49
18        3702.02        4032.53        6250.49
19        3675.76        4012.2        6250.49
20        3651.85        3996.71        6250.49
21        3630.69        3630.69        6250.49
