cost        CG2        HBCS        ScaleStar
2        4643.49        5552.35        4381.47
3        3398.66        4372.55        3404.61
4        2779.22        3757.79        2800.62
5        2361.66        3022.89        2363.58
6        2156.1        2529.75        2160.28
7        1972.43        2007.78        1983.34
8        1862.71        1887.06        1983.34
9        1785.35        1843.75        1983.34
10        1689.95        1809.86        1983.34
11        1638.29        1764.64        1983.34
12        1576.46        1710.72        1983.34
13        1538        1676.2        1983.34
14        1498.52        1664.62        1983.34
15        1465.34        1650.84        1983.34
16        1441.19        1640.34        1983.34
17        1411.71        1618.83        1983.34
18        1392.44        1611.8        1983.34
19        1369.94        1600.39        1983.34
20        1353.79        1579.94        1983.34
21        1337.96        1337.96        1983.34
