cost        CG2        HBCS        ScaleStar
2        4103.89        4740.11        3845.06
3        2983.16        3960.73        2989.54
4        2449.79        3377.7        2453.4
5        2077.7        2852.76        2076.14
6        1894.31        2333.66        1898.88
7        1734.16        1735.08        1740.92
8        1631.49        1647.9        1740.92
9        1561.12        1608.72        1740.92
10        1482.76        1580.02        1740.92
11        1439.63        1552.09        1740.92
12        1383.17        1511.52        1740.92
13        1352.44        1484.43        1740.92
14        1316.01        1454.81        1740.92
15        1287.62        1443.89        1740.92
16        1264.71        1432.34        1740.92
17        1240.07        1424.22        1740.92
18        1222.48        1409.16        1740.92
19        1202.81        1399.05        1740.92
20        1188.35        1390.92        1740.92
21        1173.87        1173.87        1740.92
