cost        CG2        HBCS        ScaleStar
1        4240.2        5285.63        4269.95
2        3318.16        4236.52        3328.58
3        2716.36        3732.89        2727.41
4        2306.06        3236.21        2307.16
5        2105.21        2580.01        2108.12
6        1920.12        1927.67        1930.61
7        1816.64        1843.25        1930.61
8        1730.2        1796.45        1930.61
9        1648.19        1755.19        1930.61
10        1591.45        1709.28        1930.61
11        1539.5        1662.2        1930.61
12        1499.54        1634.57        1930.61
13        1461.18        1620.15        1930.61
14        1429.65        1608.14        1930.61
15        1403.81        1595.56        1930.61
16        1377.57        1582.23        1930.61
17        1358.49        1567.18        1930.61
18        1337.36        1550.32        1930.61
19        1320.28        1537.42        1930.61
20        1303.64        1303.64        1930.61
