cost        CG2        HBCS        ScaleStar
2        4835.85        6136.99        4875.8
3        3779.72        4680.8        3789
4        3090.38        4457.88        3122.46
5        2622.24        3707.48        2624.79
6        2392.52        2773.75        2401.17
7        2192.63        2213.46        2193.62
8        2066.93        2099.13        2193.62
9        1966.24        2047.28        2193.62
10        1874.37        1985.76        2193.62
11        1809.81        1950.77        2193.62
12        1749.94        1906.94        2193.62
13        1703.5        1875.19        2193.62
14        1662.01        1848.41        2193.62
15        1625.99        1825.83        2193.62
16        1596.41        1818.11        2193.62
17        1568.22        1795.43        2193.62
18        1545.6        1776.27        2193.62
19        1521.42        1770.15        2193.62
20        1501.73        1754.66        2193.62
21        1483.31        1483.31        2193.62
