cost        CG2        HBCS        ScaleStar
2        4401.47        5156.7        4120.12
3        3202.76        4249.54        3207.86
4        2619.88        3643.13        2621.79
5        2226.54        3142.41        2223
6        2029.2        2446.83        2030.54
7        1855.65        1865.71        1862.81
8        1752.77        1783.08        1862.81
9        1677.6        1739.21        1862.81
10        1591.86        1702.42        1862.81
11        1542.65        1665.77        1862.81
12        1483.14        1623.39        1862.81
13        1446.65        1586.67        1862.81
14        1409.5        1567.91        1862.81
15        1379.24        1554.11        1862.81
16        1356.76        1532.93        1862.81
17        1329.42        1529.47        1862.81
18        1310.66        1521.44        1862.81
19        1289.3        1502.72        1862.81
20        1273.54        1492.17        1862.81
21        1258.08        1258.08        1862.81
