cost        CG2        HBCS        ScaleStar
1        3633.41        4146.39        3405.83
2        2632.54        3573.28        2633.6
3        2155.69        2773.5        2165.89
4        1833.96        2561.21        1829
5        1669.7        1963.73        1673.24
6        1532.92        1544.15        1526.76
7        1445.05        1465.74        1526.76
8        1381.98        1411.71        1526.76
9        1307.22        1378.41        1526.76
10        1266.56        1349.96        1526.76
11        1220.96        1321.84        1526.76
12        1190.31        1293.75        1526.76
13        1156.16        1287.38        1526.76
14        1130.98        1262.41        1526.76
15        1112.91        1257.97        1526.76
16        1091.2        1253.84        1526.76
17        1076.44        1245.67        1526.76
18        1059.49        1235.41        1526.76
19        1046.52        1212.12        1526.76
20        1033.05        1033.05        1526.76
