cost        CG2        HBCS        ScaleStar
2        4989.4        6303.08        5049.75
3        3889.71        4859.14        3890.78
4        3183.79        4253.23        3207.8
5        2706.09        3906.78        2705.31
6        2474.18        3017.68        2475.17
7        2257.71        2329.61        2267.13
8        2133.15        2167.7        2267.13
9        2030.75        2118.76        2267.13
10        1935.6        2056.72        2267.13
11        1868.53        2003.89        2267.13
12        1805.26        1965.86        2267.13
13        1758.56        1929.11        2267.13
14        1713.29        1905.87        2267.13
15        1677.44        1888.77        2267.13
16        1647.76        1871.76        2267.13
17        1617.65        1857.63        2267.13
18        1593.4        1836.51        2267.13
19        1568.99        1832.64        2267.13
20        1549.45        1823.83        2267.13
21        1529.85        1529.85        2267.13
