cost        CG2        HBCS        ScaleStar
1        4204.09        4775.71        3934
2        3060.62        3902.83        3056.8
3        2507.06        3544.63        2510.46
4        2124.42        2807.61        2124.99
5        1940.82        2321.83        1941.46
6        1773.41        1777.12        1777.12
7        1674.45        1705.41        1777.12
8        1596.53        1656.09        1777.12
9        1520.59        1613.59        1777.12
10        1473.94        1589.55        1777.12
11        1417.6        1542.52        1777.12
12        1382.89        1513.77        1777.12
13        1349.75        1491.62        1777.12
14        1318.38        1478.93        1777.12
15        1296.36        1473.5        1777.12
16        1269.13        1450.9        1777.12
17        1251.7        1446.19        1777.12
18        1232.86        1443.99        1777.12
19        1216.84        1436.57        1777.12
20        1201.68        1201.68        1777.12
