cost        CG2        HBCS        ScaleStar
2        4473.08        5602.94        4524.08
3        3501.95        4421.22        3509.17
4        2867.42        3768.99        2867.42
5        2433        3352.14        2433.64
6        2222.56        2640.12        2225.46
7        2031.2        2028.83        2033.93
8        1919.36        1936.53        2033.93
9        1833.86        1901.84        2033.93
10        1740.79        1854.6        2033.93
11        1681.75        1798.27        2033.93
12        1624.19        1771.42        2033.93
13        1581.45        1739.41        2033.93
14        1544.49        1715.58        2033.93
15        1510.08        1690.22        2033.93
16        1483.28        1686.05        2033.93
17        1455.32        1669.57        2033.93
18        1433.91        1648.83        2033.93
19        1411.98        1642.08        2033.93
20        1394.47        1630.92        2033.93
21        1376.81        1376.81        2033.93
