cost        CG2        HBCS        ScaleStar
2        4147.9        5084.6        4157.25
3        3239.89        4211.15        3247.33
4        2650.2        3586.83        2660.54
5        2251.55        3133.57        2253.39
6        2056.62        2469.36        2057.54
7        1880.45        1895.97        1886.4
8        1775.62        1800.03        1886.4
9        1688.74        1762.87        1886.4
10        1610.28        1709.46        1886.4
11        1554.75        1663.19        1886.4
12        1502.1        1626.23        1886.4
13        1465.4        1604.99        1886.4
14        1426.66        1589.02        1886.4
15        1397.66        1577.97        1886.4
16        1372.34        1560.5        1886.4
17        1346.63        1549.44        1886.4
18        1327.64        1540.77        1886.4
19        1307.16        1513.45        1886.4
20        1290.94        1499.52        1886.4
21        1275.04        1275.04        1886.4
