cost        CG2        HBCS        ScaleStar
2        5068.5        6346.48        5112.49
3        3952.45        5116.38        3964.56
4        3242.06        4426.96        3253.32
5        2747.65        3786.84        2748.5
6        2507.88        3137.94        2509.61
7        2286.06        2342.44        2297.68
8        2164.69        2205.71        2297.68
9        2067.21        2161.8        2297.68
10        1965.47        2091.5        2297.68
11        1897.74        2057.64        2297.68
12        1831.75        1997.68        2297.68
13        1783.99        1956.7        2297.68
14        1743.13        1927.93        2297.68
15        1704.94        1916.61        2297.68
16        1675.86        1899.49        2297.68
17        1642.47        1887.96        2297.68
18        1618.29        1873.53        2297.68
19        1593.5        1855.66        2297.68
20        1574.54        1853.36        2297.68
21        1554.51        1554.51        2297.68
