cost        CG2        HBCS        ScaleStar
2        5057.42        6257.84        5093.55
3        3965.6        5076.98        3965.39
4        3255.21        4231.08        3263.08
5        2757.68        3806.79        2756.76
6        2516.21        3024.65        2524.04
7        2297.76        2375.18        2301.62
8        2171.43        2195.82        2301.62
9        2068.13        2152.64        2301.62
10        1968.72        2097.66        2301.62
11        1900.52        2069.79        2301.62
12        1837.33        2020.01        2301.62
13        1789.98        1962.09        2301.62
14        1748.76        1934.95        2301.62
15        1708.47        1923.16        2301.62
16        1679.55        1907.05        2301.62
17        1647.11        1892.83        2301.62
18        1623.67        1881.27        2301.62
19        1598.01        1861.08        2301.62
20        1577.34        1839.44        2301.62
21        1557.27        1557.27        2301.62
