cost        CG2        HBCS        ScaleStar
2        3931.48        4469.52        3664.15
3        2854.1        3531.76        2861.96
4        2337.09        3323.09        2347.5
5        1982.07        2743.03        1982.14
6        1808.32        2075.92        1811.57
7        1654.5        1691.97        1662.47
8        1563.34        1595.51        1662.47
9        1493.14        1554.08        1662.47
10        1418.49        1508.19        1662.47
11        1371.24        1479.9        1662.47
12        1322.24        1430.39        1662.47
13        1290.43        1411.69        1662.47
14        1257.24        1398.94        1662.47
15        1229.69        1386.58        1662.47
16        1208.9        1379.3        1662.47
17        1186.13        1357.9        1662.47
18        1168.69        1353.4        1662.47
19        1150.03        1332.78        1662.47
20        1135.45        1322.52        1662.47
21        1121.8        1121.8        1662.47
