cost        CG2        HBCS        ScaleStar
2        2866.1        3361.86        2700.78
3        2068.37        2639.93        2070.08
4        1694.59        2376.92        1695.86
5        1434.06        2028        1435.62
6        1321.93        1546.83        1312.02
7        1205.91        1288.39        1207.32
8        1129.83        1141.54        1207.32
9        1084.89        1106.28        1207.32
10        1026.32        1095.48        1207.32
11        995.72        1054.66        1207.32
12        958.72        1035.08        1207.32
13        934.61        1020.45        1207.32
14        911.92        1016.3        1207.32
15        890.13        998.45        1207.32
16        874.77        993.06        1207.32
17        858.2        979.74        1207.32
18        845.94        976.62        1207.32
19        832.73        965.26        1207.32
20        822.55        961.19        1207.32
21        812.36        812.36        1207.32
