cost        CG2        HBCS        ScaleStar
2        3793.71        4381.28        3520.23
3        2732.49        3648.72        2733.34
4        2235.66        3040.75        2249.69
5        1897.5        2454.47        1899.13
6        1731.75        2090.67        1734.48
7        1585.66        1604.75        1583.04
8        1493.9        1527.86        1583.04
9        1431.63        1466.97        1583.04
10        1354        1412.97        1583.04
11        1312.92        1402.57        1583.04
12        1265.48        1357.67        1583.04
13        1233.06        1340.95        1583.04
14        1201.82        1328.94        1583.04
15        1175.09        1322.65        1583.04
16        1155.3        1315.87        1583.04
17        1133.58        1304.32        1583.04
18        1117.21        1271.24        1583.04
19        1099.62        1262.55        1583.04
20        1085.11        1259.23        1583.04
21        1071.71        1071.71        1583.04
