cost        CG2        HBCS        ScaleStar
2        6671.83        9934.48        6671.83
3        5054.13        7702.8        5065.18
4        4081.59        5350        4080.32
5        3605.13        3952.95        3544.53
6        3272.89        3636.29        3541.42
7        3046.64        3063.64        3541.42
8        2904.1        2969.11        3541.42
9        2768.26        2914.05        3541.42
10        2664.95        2850.68        3541.42
11        2595.91        2783.96        3541.42
12        2523.05        2747.47        3541.42
13        2466.79        2719.37        3541.42
14        2422.93        2688.35        3541.42
15        2381.41        2659.16        3541.42
16        2347.68        2626.62        3541.42
17        2315.86        2604.5        3541.42
18        2285.88        2582.57        3541.42
19        2262.86        2556.14        3541.42
20        2239.16        2541.88        3541.42
21        2218.25        2218.25        3541.42
