cost        CG2        HBCS        ScaleStar
1        7018.03        10373.82        7018.45
2        5312.5        8073.26        5325.68
3        4290.94        5845.98        4292.57
4        3758.06        4308.33        3724.74
5        3440.41        3831.87        3724.74
6        3205.82        3220.88        3724.74
7        3050.35        3140.51        3724.74
8        2908.91        3060.11        3724.74
9        2805.69        2997.44        3724.74
10        2729.55        2936.1        3724.74
11        2652.58        2877.09        3724.74
12        2594.66        2850.47        3724.74
13        2547.82        2825.73        3724.74
14        2503.4        2799.92        3724.74
15        2466.69        2777.95        3724.74
16        2434.17        2746.19        3724.74
17        2402.86        2723.2        3724.74
18        2378.74        2689.73        3724.74
19        2354.54        2668.56        3724.74
20        2332.43        2332.43        3724.74
