cost        CG2        HBCS        ScaleStar
2        7681.59        11511.33        7688.6
3        5828.8        8913.73        5851.61
4        4701.35        6313.19        4703.44
5        4095.3        4323.18        4087.04
6        3767.09        4118.44        4071.89
7        3506.49        3525.24        4071.89
8        3341.32        3429.09        4071.89
9        3182.93        3350.61        4071.89
10        3067.75        3281.24        4071.89
11        2984.01        3211.66        4071.89
12        2903.92        3160.79        4071.89
13        2839.77        3119.84        4071.89
14        2786.85        3093.6        4071.89
15        2739.13        3063.21        4071.89
16        2701.9        3029.92        4071.89
17        2664.44        2993.76        4071.89
18        2631.22        2986.33        4071.89
19        2603.16        2949.76        4071.89
20        2574.94        2924.97        4071.89
21        2551.3        2551.3        4071.89
