cost        CG2        HBCS        ScaleStar
2        6055.88        9031.3        6058.43
3        4584.52        7073.18        4598.55
4        3706.26        4927.75        3706.83
5        3279.92        3704.74        3239.79
6        2976.42        3248.5        3215.07
7        2763.87        2778.84        3215.07
8        2635.27        2707.33        3215.07
9        2511.96        2643.07        3215.07
10        2418.11        2590.49        3215.07
11        2351.8        2528.51        3215.07
12        2288.88        2491.07        3215.07
13        2237.58        2452.52        3215.07
14        2198.6        2436.55        3215.07
15        2159.21        2414.19        3215.07
16        2129.72        2384.22        3215.07
17        2099.53        2363.16        3215.07
18        2073.04        2341.77        3215.07
19        2051.64        2323.04        3215.07
20        2029.49        2306.98        3215.07
21        2010.53        2291.99        3215.07
