cost        CG2        HBCS        ScaleStar
1        6275.29        9299.55        6278.97
2        4750.81        7371.68        4758.96
3        3836.11        5257.94        3836.25
4        3376.43        3887.24        3330.53
5        3075.75        3361.66        3330.53
6        2865.11        2876.35        3330.53
7        2726.49        2808.54        3330.53
8        2602.15        2738.03        3330.53
9        2506.43        2673.8        3330.53
10        2439.39        2613.8        3330.53
11        2372.98        2583.87        3330.53
12        2322.76        2550.81        3330.53
13        2279.12        2526.17        3330.53
14        2239.12        2504.51        3330.53
15        2208.11        2483.14        3330.53
16        2176.76        2450.5        3330.53
17        2150.06        2414.88        3330.53
18        2127.72        2402.02        3330.53
19        2105.77        2379.59        3330.53
20        2085.98        2085.98        3330.53
