cost        CG2        HBCS        ScaleStar
1        5625.15        8367.11        5628.98
2        4254.52        6371.88        4275.7
3        3440.01        4632.14        3439.66
4        3034.74        3544.59        3012.53
5        2769.43        3112.64        2983.14
6        2568.39        2582.86        2983.14
7        2450.8        2510.34        2983.14
8        2337.08        2451.26        2983.14
9        2249.04        2400.45        2983.14
10        2188.94        2340.14        2983.14
11        2127.66        2310.46        2983.14
12        2086.07        2287.68        2983.14
13        2043.55        2262.8        2983.14
14        2007.17        2243.84        2983.14
15        1978.14        2226.95        2983.14
16        1950.78        2200.01        2983.14
17        1925.98        2179.88        2983.14
18        1906.91        2164.39        2983.14
19        1886.28        2143.55        2983.14
20        1869.49        1869.49        2983.14
