cost        CG2        HBCS        ScaleStar
2        6742.78        10008.33        6741.08
3        5105.89        7827.73        5122.46
4        4121.94        5555.68        4124.92
5        3574.9        4035.28        3574.9
6        3299.46        3611.41        3574.9
7        3077.56        3090.17        3574.9
8        2931.04        3006.26        3574.9
9        2793.82        2950.63        3574.9
10        2691.64        2879.94        3574.9
11        2619.6        2812.41        3574.9
12        2548.53        2765.46        3574.9
13        2494.66        2736.45        3574.9
14        2446.59        2710.26        3574.9
15        2403.78        2678.11        3574.9
16        2370.96        2650.12        3574.9
17        2336.59        2635.05        3574.9
18        2307.97        2609.43        3574.9
19        2284.3        2588.71        3574.9
20        2259.18        2579.07        3574.9
21        2239.44        2239.44        3574.9
