cost        CG2        HBCS        ScaleStar
2        7205.51        10689.1        7202.33
3        5454.94        8369.94        5457.49
4        4405.05        6118.79        4405.75
5        3861.58        4141.9        3827.61
6        3536.88        3854.74        3827.61
7        3290.21        3307.5        3827.61
8        3126.12        3230.45        3827.61
9        2987.91        3140.29        3827.61
10        2878.98        3099.4        3827.61
11        2797.84        3019.29        3827.61
12        2725.27        2957.77        3827.61
13        2666.03        2927.31        3827.61
14        2617.13        2901.74        3827.61
15        2571.24        2873.78        3827.61
16        2534.86        2839.66        3827.61
17        2498.87        2816.55        3827.61
18        2468.24        2796.18        3827.61
19        2441.35        2768.57        3827.61
20        2416.2        2745.11        3827.61
21        2394.37        2722.99        3827.61
