cost        CG2        HBCS        ScaleStar
2        7833.05        11618.17        7835.6
3        5927.77        9099.98        5934.79
4        4788.99        6602.32        4793.8
5        4177.06        4599.44        4162.89
6        3846.44        4367.05        4162.89
7        3581.17        3592.93        4162.89
8        3401.6        3502.13        4162.89
9        3250.26        3431.44        4162.89
10        3132.56        3350.33        4162.89
11        3046.57        3270.88        4162.89
12        2965.17        3215.58        4162.89
13        2899.96        3190.69        4162.89
14        2845.93        3155.76        4162.89
15        2796.4        3121.51        4162.89
16        2756.87        3096.35        4162.89
17        2720.24        3077.26        4162.89
18        2684.46        3058.97        4162.89
19        2657        3016.43        4162.89
20        2629.85        2989.39        4162.89
21        2606.11        2606.11        4162.89
