cost        CG2        HBCS        ScaleStar
2        6618.54        9822.97        6624.7
3        5019.05        7524.32        5025.42
4        4047.08        5499.23        4052.6
5        3543.03        4024.34        3515.79
6        3245.84        3610.64        3515.79
7        3022.98        3037.12        3515.79
8        2877.36        2959.75        3515.79
9        2744.44        2895.97        3515.79
10        2645.36        2819.73        3515.79
11        2569.78        2760.67        3515.79
12        2504.83        2716.92        3515.79
13        2453.47        2688.81        3515.79
14        2405.17        2664.49        3515.79
15        2363.01        2643.66        3515.79
16        2329.26        2613.91        3515.79
17        2297.17        2593.8        3515.79
18        2267.64        2573.52        3515.79
19        2243.97        2534.39        3515.79
20        2220.35        2523.77        3515.79
21        2200.71        2200.71        3515.79
