cost        CG2        HBCS        ScaleStar
1        7045.36        10447.03        7048.98
2        5337.08        8166.62        5351.67
3        4310.35        5778.83        4307.94
4        3766.7        4304.75        3740.39
5        3453.86        3937.24        3740.39
6        3218.58        3231.39        3740.39
7        3067.73        3158.09        3740.39
8        2923.81        3078.68        3740.39
9        2816.09        3010.72        3740.39
10        2739.22        2948.86        3740.39
11        2665.42        2891.49        3740.39
12        2609.35        2858.94        3740.39
13        2559.67        2834.09        3740.39
14        2514.59        2804.04        3740.39
15        2478.05        2777.42        3740.39
16        2445.02        2753.61        3740.39
17        2414.02        2717.56        3740.39
18        2389.3        2702.67        3740.39
19        2363.95        2680        3740.39
20        2343.21        2343.21        3740.39
