cost        CG2        HBCS        ScaleStar
1        6166.11        9002.78        6173.05
2        4682.79        7054.43        4690.87
3        3771.17        5133.58        3769.54
4        3341.6        3817.1        3283.76
5        3023.31        3213.28        3267.54
6        2818.42        2828.63        3267.54
7        2687.57        2755.76        3267.54
8        2556.35        2692.08        3267.54
9        2461.82        2633.87        3267.54
10        2396.11        2570.31        3267.54
11        2332.17        2529.04        3267.54
12        2283.03        2500.53        3267.54
13        2237.62        2475.17        3267.54
14        2198.69        2444.73        3267.54
15        2167.44        2421.42        3267.54
16        2138.7        2407.54        3267.54
17        2110.96        2384.72        3267.54
18        2088.58        2363.99        3267.54
19        2066.78        2346.74        3267.54
20        2046.7        2046.7        3267.54
