cost        CG2        HBCS        ScaleStar
2        7345.1        10723.85        7349.14
3        5566.9        8425.84        5575.05
4        4489.95        6171.64        4491.22
5        3909.26        4240.54        3896.08
6        3602.69        3997.97        3896.08
7        3352.69        3370.51        3896.08
8        3184.56        3277.3        3896.08
9        3045.52        3216.69        3896.08
10        2932.23        3146.47        3896.08
11        2853.48        3069.97        3896.08
12        2776.57        3011.06        3896.08
13        2718.57        2981.79        3896.08
14        2667.15        2951.02        3896.08
15        2619.48        2926.65        3896.08
16        2585.35        2908.97        3896.08
17        2547.06        2878.32        3896.08
18        2513.96        2845.38        3896.08
19        2489.08        2814.49        3896.08
20        2462.86        2795.9        3896.08
21        2440.4        2440.4        3896.08
