cost        CG2        HBCS        ScaleStar
1        6373.75        9513.37        6379.91
2        4825.05        7380.58        4844.81
3        3899.82        5316.92        3898.76
4        3414.48        3751.04        3388.2
5        3125.09        3415.79        3388.2
6        2912.27        2939.4        3388.2
7        2772.6        2846.14        3388.2
8        2643.48        2779.32        3388.2
9        2545.94        2714.54        3388.2
10        2476.95        2669.32        3388.2
11        2411.09        2623.48        3388.2
12        2359.05        2590.32        3388.2
13        2314.03        2563.56        3388.2
14        2273.78        2545.19        3388.2
15        2244.17        2520.68        3388.2
16        2211.73        2497.1        3388.2
17        2183.25        2466.51        3388.2
18        2160.85        2453.31        3388.2
19        2138.12        2430.37        3388.2
20        2118.68        2118.68        3388.2
