cost        CG2        HBCS        ScaleStar
2        6516.39        9595.02        6519.79
3        4938.36        7445.93        4950.05
4        3983.25        5570.83        3982.4
5        3507.64        3954.09        3469.78
6        3192.88        3593.83        3453.63
7        2975.44        2987.58        3453.63
8        2834.55        2926.77        3453.63
9        2699.58        2844.86        3453.63
10        2601.97        2789.5        3453.63
11        2530.31        2710.39        3453.63
12        2462.64        2675.5        3453.63
13        2409.54        2648.32        3453.63
14        2363.57        2620.11        3453.63
15        2321.81        2600.24        3453.63
16        2290.72        2565.48        3453.63
17        2256.99        2534.73        3453.63
18        2230.33        2511.74        3453.63
19        2206.33        2495.17        3453.63
20        2183.44        2477        3453.63
21        2163.26        2163.26        3453.63
