cost        CG2        HBCS        ScaleStar
1        6499.55        9588.73        6505.5
2        4923.86        7592.72        4948.37
3        3977.46        5526.16        3978.66
4        3520.8        4017.37        3456.9
5        3191.33        3607.07        3444.72
6        2966.34        2976.82        3444.72
7        2829.8        2908.65        3444.72
8        2697.58        2843.31        3444.72
9        2597.1        2783.71        3444.72
10        2526.73        2708.87        3444.72
11        2456.85        2681.31        3444.72
12        2403.94        2648.24        3444.72
13        2359.85        2621.13        3444.72
14        2317.25        2589.43        3444.72
15        2285.66        2560.25        3444.72
16        2254.05        2538.33        3444.72
17        2225.59        2510.86        3444.72
18        2202.87        2493.78        3444.72
19        2179.03        2477.23        3444.72
20        2159.06        2159.06        3444.72
