cost        CG2        HBCS        ScaleStar
2        7064.39        10558.74        7053.97
3        5343.56        8235.05        5355.89
4        4317.75        5944.24        4317.05
5        3798.19        4273.89        3768.9
6        3459.18        3954.18        3743.12
7        3221.76        3230.91        3743.12
8        3063.28        3162.26        3743.12
9        2925.91        3083.04        3743.12
10        2820.56        3019.24        3743.12
11        2741.01        2963.07        3743.12
12        2667.79        2901.75        3743.12
13        2610.91        2868.71        3743.12
14        2560.6        2830.55        3743.12
15        2517.21        2813.61        3743.12
16        2483.07        2793.35        3743.12
17        2447.56        2758.89        3743.12
18        2416.81        2729.34        3743.12
19        2390.99        2710.57        3743.12
20        2365.76        2699.62        3743.12
21        2344.13        2344.13        3743.12
