cost        CG2        HBCS        ScaleStar
1        6836.68        10087.71        6837.95
2        5190.65        7919.72        5197.38
3        4183.12        5709.29        4182.41
4        3663.55        4138.39        3636.07
5        3360.78        3839.54        3636.07
6        3121.6        3133.79        3636.07
7        2975.83        3066.47        3636.07
8        2839.6        3004.74        3636.07
9        2733.2        2933.74        3636.07
10        2659.48        2861.26        3636.07
11        2588.29        2812.88        3636.07
12        2533.58        2776.98        3636.07
13        2483.57        2754.94        3636.07
14        2441.01        2730.11        3636.07
15        2405.68        2708.71        3636.07
16        2372.03        2681.74        3636.07
17        2343.12        2646.81        3636.07
18        2319.3        2625.28        3636.07
19        2294.24        2612.05        3636.07
20        2273.06        2273.06        3636.07
