cost        CG2        HBCS        ScaleStar
1        6027.5        8966.66        6029.2
2        4562.52        7099.81        4576.12
3        3689.58        4942.01        3687.59
4        3289.58        3774.22        3204.65
5        2971.22        3321.31        3204.65
6        2754.2        2762.14        3204.65
7        2627.42        2694.85        3204.65
8        2503.69        2639.94        3204.65
9        2410.43        2576.43        3204.65
10        2345.1        2527.22        3204.65
11        2279.86        2480.23        3204.65
12        2232.17        2449.05        3204.65
13        2188.82        2430.61        3204.65
14        2149.59        2395.06        3204.65
15        2121.37        2371.88        3204.65
16        2091.3        2348.53        3204.65
17        2065.29        2328.62        3204.65
18        2044.01        2313.1        3204.65
19        2022.5        2296.54        3204.65
20        2003.46        2289.66        3204.65
