cost        CG2        HBCS        ScaleStar
1        6912.54        10363.82        6915.72
2        5235.7        7906.86        5244.48
3        4229.87        5668.56        4233.41
4        3687.85        4018.39        3676.87
5        3386.6        3630.13        3676.87
6        3157.82        3175.8        3676.87
7        3003.54        3099.06        3676.87
8        2867.05        3029.82        3676.87
9        2762.5        2953.01        3676.87
10        2686.13        2895.66        3676.87
11        2614.9        2834.81        3676.87
12        2560.56        2807.21        3676.87
13        2509.74        2782.02        3676.87
14        2466.05        2758.84        3676.87
15        2432.88        2734.71        3676.87
16        2399.04        2704.94        3676.87
17        2368.92        2684.78        3676.87
18        2343.15        2658.05        3676.87
19        2319.05        2636.81        3676.87
20        2297.9        2297.9        3676.87
