cost        CG2        HBCS        ScaleStar
2        6038.72        8488.85        5885.09
3        4723.99        7074.24        4730.15
4        3689.4        5514.06        3684.3
5        3300.95        4162.49        3301.09
6        2962.01        3040.85        3006.21
7        2769.7        2775.41        3006.21
8        2603.66        2639.07        3006.21
9        2494.8        2577.75        3006.21
10        2388.54        2542.47        3006.21
11        2317.81        2499.03        3006.21
12        2248.64        2477.36        3006.21
13        2199.15        2434.09        3006.21
14        2147.45        2400.89        3006.21
15        2110.1        2364.86        3006.21
16        2071.72        2329.86        3006.21
17        2041.88        2305.64        3006.21
18        2012.78        2296.33        3006.21
19        1987.57        2286.73        3006.21
20        1964.69        2269.08        3006.21
21        1944.28        1944.28        3006.21
