cost        CG2        HBCS        ScaleStar
1        6050.29        8755.62        5975.91
2        4795.69        7184.68        4793.77
3        3753.45        5651.21        3741.19
4        3349.2        4219.21        3354.65
5        3010.44        3101.74        3050.32
6        2809.88        2821.23        3050.32
7        2645.27        2660.92        3050.32
8        2530.3        2614.74        3050.32
9        2425.99        2568.12        3050.32
10        2352.58        2538.14        3050.32
11        2280.96        2507.47        3050.32
12        2229        2472.62        3050.32
13        2178.47        2438.36        3050.32
14        2141.64        2413.12        3050.32
15        2102.35        2366.82        3050.32
16        2071.21        2339.3        3050.32
17        2042.42        2326.83        3050.32
18        2018.01        2311.25        3050.32
19        1995.16        2294.64        3050.32
20        1973.51        1973.51        3050.32
