cost        CG2        HBCS        ScaleStar
1        5130.01        7440.45        5076.04
2        4069.85        6183.38        4090.04
3        3217.3        4809.6        3177.24
4        2844.93        3514.69        2848.36
5        2555.33        2606.61        2590.25
6        2387.38        2400.17        2590.25
7        2246.1        2284.71        2590.25
8        2152.11        2217.6        2590.25
9        2059.34        2187.25        2590.25
10        1999.23        2151.42        2590.25
11        1937.57        2122.34        2590.25
12        1895.7        2091.44        2590.25
13        1850.4        2072.54        2590.25
14        1816.04        2024.13        2590.25
15        1784.52        2006.98        2590.25
16        1758.6        1993.53        2590.25
17        1733.59        1978.81        2590.25
18        1713.02        1965.99        2590.25
19        1693.1        1953.67        2590.25
20        1675.09        1675.09        2590.25
