cost        CG2        HBCS        ScaleStar
2        5406.67        7720.8        5282.29
3        4241.11        6316.18        4248.05
4        3317.59        4878.9        3300.52
5        2954.32        3742.37        2955.77
6        2654.13        2726.77        2690.36
7        2481.22        2503        2690.36
8        2333.16        2366.89        2690.36
9        2235.81        2296.4        2690.36
10        2137.15        2264.49        2690.36
11        2077.89        2235.38        2690.36
12        2012.48        2209.99        2690.36
13        1968.77        2177.55        2690.36
14        1921.31        2139.66        2690.36
15        1889.73        2103.6        2690.36
16        1854.32        2077.64        2690.36
17        1826.3        2072.21        2690.36
18        1801.74        2055.86        2690.36
19        1779.37        2050.65        2690.36
20        1758.48        2024.45        2690.36
21        1740.55        1740.55        2690.36
