cost        CG2        HBCS        ScaleStar
2        6283.86        8923.61        6218.63
3        4999.09        7565.59        5006.24
4        3900.6        5899.88        3893.87
5        3482.69        4190.03        3488.35
6        3132.45        3209.41        3172.97
7        2927.11        2940.87        3172.97
8        2751.33        2787.65        3172.97
9        2631.19        2715.41        3172.97
10        2523.33        2681.04        3172.97
11        2448.42        2642.85        3172.97
12        2373.78        2607.58        3172.97
13        2321.22        2577.63        3172.97
14        2266.99        2532.02        3172.97
15        2227.49        2498.47        3172.97
16        2187.57        2487.03        3172.97
17        2155.25        2448.62        3172.97
18        2124.74        2426.33        3172.97
19        2099.08        2404.84        3172.97
20        2074.83        2391.9        3172.97
21        2052.93        2052.93        3172.97
