cost        CG2        HBCS        ScaleStar
2        4831.08        6945.45        4746.08
3        3815.75        5689.15        3829.63
4        2979.99        4409.9        2972.27
5        2659.96        3161.75        2660.95
6        2390.37        2449.54        2429.19
7        2237.12        2238.07        2429.19
8        2098.16        2120.85        2429.19
9        2010.04        2071.37        2429.19
10        1927.64        2052.24        2429.19
11        1869.66        2027.28        2429.19
12        1810.62        1981.98        2429.19
13        1770.75        1953.06        2429.19
14        1730.8        1935.02        2429.19
15        1700.11        1920.29        2429.19
16        1669.9        1889.77        2429.19
17        1644.99        1854.99        2429.19
18        1621.89        1850.14        2429.19
19        1602.75        1829.43        2429.19
20        1584.27        1817.15        2429.19
21        1567.19        1567.19        2429.19
