cost        CG2        HBCS        ScaleStar
1        5795.61        8232.56        5659.19
2        4543.78        6964.72        4552.28
3        3577.96        5321.88        3545.73
4        3174.78        3958.23        3176.9
5        2850.89        2954.2        2890.6
6        2661.31        2673.56        2890.6
7        2503.62        2536.32        2890.6
8        2392.96        2477.73        2890.6
9        2299.46        2434.74        2890.6
10        2228.35        2412.5        2890.6
11        2161.84        2378.33        2890.6
12        2113.12        2350.91        2890.6
13        2062.78        2314.47        2890.6
14        2027.08        2287.77        2890.6
15        1991.09        2251.26        2890.6
16        1963.58        2218.22        2890.6
17        1934.5        2202.13        2890.6
18        1911.6        2180.93        2890.6
19        1888.8        2174.25        2890.6
20        1868.63        1868.63        2890.6
