cost        CG2        HBCS        ScaleStar        OPT
1        814.85        828.02        828.02        814.85
2        611.28        711.15        711.15        611.28
3        542        702.44        542        542
4        487.81        610.43        487.81        487.81
5        457.42        441.28        441.28        441.28
6        403.24        441.28        425.76        403.24
7        356.7        356.7        356.7        356.7
8        341.19        415.28        341.19        341.19
9        320.58        330.7        322.77        320.58
10        309.03        330.7        315.19        309.03
11        294.58        302.51        315.19        294.58
12        283.03        288.42        287        283.03
13        272.9        272.9        287        272.9
14        265.15        272.9        287        265.15
15        255.94        264.45        287        255.94
16        249.88        264.45        287        249.88
17        247.5        264.45        287        247.48
18        241.31        264.45        287        241.31
19        235.89        264.45        287        235.89
20        231.24        231.24        287        231.24
