cost        CG2        HBCS        ScaleStar        OPT
1        507.52        531.54        531.54        507.52
2        418.06        499.03        418.06        418.06
3        349.74        385.55        350.56        349.74
4        312.34        312.34        313.16        312.34
5        292.52        323.92        280.22        280.22
6        255.61        255.61        256.42        255.61
7        222.67        303.38        223.48        222.67
8        212.65        236.2        212.65        212.5
9        203.76        203.76        211.02        203.76
10        192.1        192.78        192.1        192.1
11        190.8        187.29        182.75        182.75
12        179.82        177.26        181.13        177.26
13        173.59        178.86        181.13        173.3
14        170.37        167.81        181.13        167.81
15        164.13        169.4        181.13        164.13
16        158.64        161.58        181.13        158.64
17        155.39        161.58        181.13        155.35
18        152.97        161.58        181.13        152.1
19        149.23        161.58        181.13        149.23
20        145.94        145.94        181.13        145.94
