cost        CG2        HBCS        ScaleStar        OPT
1        1082.98        1140.77        1140.77        1082.98
2        882.16        1069.8        939.96        882.16
3        734.33        868.99        734.33        734.33
4        657.98        830.31        663.36        657.98
5        587        595.29        595.29        587
6        542.87        746.87        571.77        542.87
7        477.78        541.24        477.78        477.78
8        454.12        464.88        454.12        454.12
9        435.66        436.66        448.24        435.66
10        413.95        413.95        417.71        413.95
11        390.3        414.95        390.3        390.3
12        379.71        426.56        384.42        378.47
13        364.83        364.83        384.42        364.83
14        355.94        363.66        384.42        355.94
15        347.8        353.08        384.42        346.56
16        335.97        353.08        384.42        335.97
17        328.88        353.08        384.42        328.88
18        325.99        353.08        384.42        323.59
19        316.83        353.08        384.42        316.83
20        309.73        309.73        384.42        309.73
