cost        CG2        HBCS        ScaleStar        OPT
1        788.52        788.52        788.52        788.52
2        588.35        671.86        588.35        588.35
3        520.99        522.69        520.99        520.99
4        468.29        589.41        468.29        468.29
5        425.15        440.24        438.54        425.15
6        409.96        555.2        411.62        409.96
7        343.76        406.02        343.76        343.76
8        332.82        379.11        337.03        332.82
9        309.55        311.25        309.55        309.55
10        299.46        346.95        302.82        299.46
11        296.08        284.69        284.69        279.66
12        272.58        292.44        277.96        272.58
13        264.17        265.53        277.96        263.86
14        256.64        264.8        277.96        256.64
15        248.42        254.7        277.96        248.42
16        242.19        252.68        277.96        242.19
17        241.68        252.68        277.96        239.3
18        233.43        252.68        277.96        233.43
19        231.41        252.68        277.96        229.85
20        223.96        223.96        277.96        223.96
