cost        CG2        HBCS        ScaleStar        OPT
1        950.88        958.95        958.95        950.88
2        760.05        849.72        847.32        760.05
3        653.71        859.92        655.64        653.71
4        569.44        757.92        573.48        569.44
5        518.44        515.25        515.25        515.25
6        468        515.25        495.84        468
7        415.8        484.65        417        415.8
8        398.08        484.65        400        398.08
9        383.13        388.81        386.4        383.13
10        366.13        371.81        369.4        364.09
11        339.87        339.87        369.4        339.87
12        335.53        337.46        337.46        331.37
13        320.28        321.49        337.46        320.28
14        311.78        321.49        337.46        311.73
15        304.26        311.9        337.46        304.26
16        295.76        311.9        337.46        295.76
17        290.66        311.9        337.46        290.66
18        286.18        311.9        337.46        285.41
19        277.72        311.9        337.46        277.72
20        271.9        271.9        337.46        271.9
