cost        CG2        HBCS        ScaleStar        OPT
1        637.62        649.52        649.52        637.62
2        494.82        616.59        558.15        494.82
3        415.35        528.61        415.35        415.35
4        374.76        484.62        382.41        374.76
5        343.95        341.82        341.82        341.82
6        303.36        341.82        327.45        303.36
7        267.02        327.16        267.02        267.02
8        255.76        255.76        256.05        255.76
9        243.22        255.76        256.05        243.22
10        231.96        252.36        241.38        231.96
11        225.84        228.56        241.38        220.98
12        212.09        228.56        217.58        212.09
13        208.55        217.58        217.58        208.55
14        202.96        205.68        217.58        202.04
15        196.65        205.68        217.58        196.65
16        191.16        198.54        217.58        191.16
17        186.76        198.54        217.58        186.76
18        183        198.54        217.58        183
19        179.62        198.54        217.58        179.62
20        175.31        175.31        217.58        175.31
