cost        CG2        HBCS        ScaleStar        OPT
1        886.15        985.39        928.22        886.15
2        676.63        775.86        718.7        676.63
3        588.01        588.01        588.01        588.01
4        537.44        671.1        544.66        537.44
5        483.25        483.25        483.25        483.25
6        432.68        636.18        439.9        432.68
7        389.33        448.33        389.33        389.33
8        372.47        404.98        379.48        372.47
9        354.4        390.53        365.03        354.4
10        337.55        339.95        344.56        337.55
11        336.94        323.1        330.11        322.78
12        308.33        314.67        313.25        308.33
13        299.9        309.61        313.25        299.9
14        290.87        309.61        313.25        290.87
15        282.44        309.61        313.25        282.44
16        275.21        299.76        313.25        275.21
17        270.16        292.54        313.25        270.16
18        264.74        292.54        313.25        264.74
19        259.68        275.08        313.25        259.68
20        252.39        252.39        313.25        252.39
